SamplingOperations_code,IBD_pred
S02117350_20080731,15.123588424865616
S02070750_20080731,14.233223697171217
S02070250_20080731,11.207201871223917
S02072600_20080731,13.93268866561083
S02057400_20080801,8.3398257580045
S02051000_20080801,15.538830249744477
S05147000_20080804,19.89604622511026
S05149000_20080804,20.090270065199643
S02067400_20080804,13.91782616791212
S05170900_20080805,19.756896632936318
S02001500_20080805,17.441440580574813
S05158200_20080805,14.727311113061639
S05158150_20080805,14.07324263158273
S05007600_20080805,15.457132406472702
S02065090_20080805,16.03672024225623
S02021000_20080806,9.979426729499341
S06580178_20080806,14.543020033769341
S05088130_20080806,19.525985806985773
S02045500_20080806,13.01133658712192
S02025100_20080806,12.114803586225092
S05015100_20080806,15.236957099857838
S05011730_20080806,17.99775933178409
S02030500_20080807,14.139958492494927
S02019500_20080807,13.164405950827298
S05018800_20080807,17.697148859728095
S05125860_20080807,18.4001853110554
S02036000_20080807,10.622217403509634
S05018950_20080807,17.1852077388615
S05230990_20080807,13.330499164226215
S02020000_20080807,14.471101192259678
S02010000_20080808,8.372444101310185
S02003200_20080808,12.441496070019179
S02079000_20080808,11.12865630623475
S02000010_20080811,15.085428129262587
S02003100_20080811,14.549249973979506
S02001016_20080811,12.479850648338752
S02082970_20080814,12.56226992866674
S06153070_20080818,14.714055358467538
S05234980_20080819,20.211117256125164
S06820850_20080819,11.844311383721385
S05229000_20080820,13.034150904364564
S05192018_20080820,19.581471427706646
S05227000_20080820,14.373608624622259
S05231500_20080820,10.690741944419061
S05224000_20080821,9.313021029449194
S05046700_20080821,15.497221300775836
S05189000_20080821,18.160403996529453
S05220920_20080822,16.043088015366504
S05217400_20080822,18.185923415370045
S05076800_20080825,18.348642732854596
S06098700_20080827,11.779021077717761
S02082350_20080829,9.835504162551834
S05150600_20080903,19.746708861855687
S05151000_20080903,18.080799359094556
S05098800_20080904,15.703327131425738
S05171900_20080908,17.05384761710703
S02109000_20080909,16.617572809164297
S02108700_20080909,16.95800451695717
S05183970_20080909,20.092980000958285
S05162980_20080910,14.136038627088316
S05158000_20080910,13.948449519713284
S06217500_20080911,18.88713334904245
S05139230_20080915,15.806297475710041
S06215800_20080917,18.475588751042018
S06215000_20080922,18.294044153541364
S06065700_20080930,14.616528000104946
S06106600_20081002,15.93364640086237
S06149500_20081014,13.815916838697673
S06580362_20081014,19.61601595216824
S06820126_20081105,16.98641311109087
S06135600_20081110,20.26666710228816
S06830152_20081215,15.020816353155187
S06063500_20081215,20.13890096800468
S06090600_20081216,19.4494790953162
S06135600_20090216,20.644177406060386
S06139500_20090319,15.83297577522364
S06154250_20090324,18.474414367125362
S06115080_20090505,18.94475875721137
S06108000_20090513,20.38824067284699
S06174950_20090528,17.24445069646906
S06120560_20090529,16.243523253487478
S06180500_20090602,13.760492808236858
S06178042_20090604,14.969499825282346
S06205435_20090616,12.014062047666162
S06193500_20090617,14.436732933906248
S05130000_20090617,12.0006263466478
S06035690_20090618,14.86645430100992
S06580318_20090622,13.332024266292516
S05068400_20090623,19.025364729048107
S06107760_20090623,16.78008587250912
S06175840_20090624,17.066189692520965
S06094150_20090624,12.967151883558277
S06150820_20090624,15.021222812099065
S06178070_20090624,18.083720937573318
S05181600_20090625,19.598315081544605
S05181800_20090626,19.847552387153343
S06175540_20090629,20.643042905668686
S06176950_20090629,19.152570324622097
S06176000_20090630,20.429476328425004
S05145600_20090630,18.110270637753118
S06094230_20090630,10.822828738687898
S06175320_20090630,18.259426138955178
S05086280_20090701,16.075871980451502
S05173150_20090701,19.656865441334745
S06830550_20090701,11.94970249771446
S06710038_20090701,14.610012675198796
S02100600_20090701,11.607263428761163
S06166990_20090702,19.640539117650953
S05179500_20090702,20.109787087982887
S06216160_20090702,9.429686286819656
S06000980_20090702,12.945389315190168
S05090000_20090702,14.514177096485835
S06250270_20090702,14.547011005536898
S05084000_20090702,14.123918848405326
S06121020_20090702,14.137687250017462
S06106030_20090702,13.07076635868696
S05081000_20090702,13.502462630444818
S05129000_20090703,12.201814091736242
S05218850_20090706,13.15430861050815
S05197900_20090707,14.21721873100051
S06177980_20090707,11.432997029399482
S05192100_20090707,17.06491570362827
S06188785_20090708,17.201273161565563
S05024000_20090708,12.703375199048681
S05223170_20090708,9.973120191848889
S05223145_20090708,8.77366669891127
S05101420_20090708,17.210445412709905
S05139230_20090708,16.9706761276601
S05011600_20090709,16.43495616473701
S05132000_20090709,12.832468396410174
S05033200_20090709,17.52425654590448
S05134300_20090709,13.05255424937269
S05229250_20090709,16.777187580004323
S05025000_20090710,15.417847602139084
S05007600_20090710,15.117259139748796
S05000150_20090710,16.712298614646635
S05228000_20090711,16.76183592835747
S05005950_20090711,14.695565155271314
S05038000_20090716,14.70961504427338
S05033800_20090716,15.98163046707124
S05032800_20090716,16.676743553395262
S05021800_20090717,15.930515507622479
S05044200_20090717,16.006947582965978
S06006900_20090720,17.969846704600272
S06206000_20090720,14.020822086033201
S06016940_20090721,17.0114785394131
S06000890_20090721,14.45805343122302
S06211700_20090721,18.911638723607254
S06405950_20090721,17.34629734139571
S06043875_20090721,12.23581241025196
S06425800_20090722,13.946242482780626
S02011000_20090722,11.508651733488263
S02013000_20090723,13.750494248242617
S06435450_20090723,15.124765422709137
S06440445_20090723,14.836828312251413
S06020100_20090724,16.84285018856034
S06084000_20090724,19.870849411243626
S06018200_20090724,17.00842987193242
S05155300_20090727,14.735671782848426
S02106500_20090727,12.617885522837692
S02106750_20090727,14.040756887889396
S06003550_20090728,15.964064541789078
S02068800_20090728,8.718393212771133
S06003805_20090728,15.703669545148198
S05108000_20090728,12.987231273285378
S05153940_20090728,15.119123830098644
S02054500_20090728,12.700341016647293
S02103950_20090729,12.918957127944267
S02075300_20090729,12.825396322109977
S02090000_20090730,11.35428351805938
S05233500_20090730,12.162364036139293
S05230500_20090731,18.415776370781828
S02025150_20090803,12.69010961577681
S02076180_20090803,16.485394506968447
S02024000_20090803,10.907052774540798
S02038000_20090803,13.896689794622482
S02116600_20090804,16.092255075496027
S02117000_20090804,14.268393354276512
S05218700_20090804,18.719242194330615
S02115000_20090804,14.440258326645484
S02045160_20090804,7.943689708813427
S02025500_20090804,12.639697149236305
S05031300_20090804,15.070227862844936
S02030500_20090804,14.377090235909808
S05005610_20090805,9.025194095866368
S02120000_20090805,13.673522357125181
S05234015_20090805,19.198887320061402
S02121050_20090805,10.916171468010766
S02036265_20090805,10.03698691488798
S02041000_20090805,11.581124743707704
S02032000_20090805,11.440467064209752
S02084900_20090805,2.8020807631809426
S02035000_20090805,13.347313633286028
S02048980_20090806,15.379087621598096
S02067000_20090806,14.432827996153605
S05011000_20090807,15.378399110757648
S06830079_20090813,20.085446513813018
S05090050_20090818,11.635825641734758
S05067800_20090818,18.685965570431936
S02061500_20090820,13.242667163087678
S05064750_20090821,13.287628307510081
S06700070_20090825,19.206829393471843
S06300010_20090825,19.49748215410332
S02107400_20090826,17.41917324108109
S02106815_20090826,13.717931511507672
S06044900_20090902,12.075705634508504
S06222600_20090902,18.31218399103326
S06470900_20090909,15.157201430296732
S06104000_20090923,14.772125877933926
S06830152_20091215,15.50765428900363
S06139500_20100317,14.996487256674271
S06209970_20100531,13.196838234598987
S06109050_20100601,20.651991999107288
S05056000_20100602,18.920289909405902
S06101000_20100602,17.11224275176485
S03134730_20100603,15.29982486942862
S06178050_20100607,15.605161547242302
S06177750_20100608,14.156115851130826
S06091600_20100614,20.923752606264138
S06580150_20100614,15.29660152129739
S06830550_20100628,14.531898843296778
S05166000_20100628,16.202547011710276
S05180800_20100630,19.776641823367783
S06175540_20100701,20.391829168761937
S05176000_20100702,18.8514331185422
S05029500_20100703,18.382017667795083
S06004870_20100706,15.294873118782183
S06116720_20100706,19.693691891403994
S06416910_20100706,12.507079883032896
S06039960_20100706,13.81832231316048
S06045750_20100706,17.299600607313995
S05046000_20100707,13.301328003446006
S06310200_20100708,11.981435354026681
S05130000_20100708,11.712237145778072
S05083000_20100708,14.445531934041298
S06033000_20100708,19.324835519086545
S06074500_20100708,14.41298023204227
S06940940_20100708,16.057519599116063
S06147215_20100708,18.37524622582304
S06147655_20100708,15.285729883669532
S06085500_20100709,19.947509176916643
S05091210_20100712,17.006272139473484
S03055000_20100712,15.315826470298331
S03189900_20100713,13.67532020377659
S03189975_20100713,14.69553985567104
S06300600_20100716,20.18125321200074
S05058100_20100716,14.085852109787886
S03084470_20100716,12.82908699894515
S03082000_20100716,13.96403353530999
S05074000_20100717,14.672923051354516
S05048000_20100717,15.398756831998965
S02000010_20100719,15.363047112036384
S03156580_20100719,15.298375217569824
S05125780_20100719,16.720367927524162
S02000011_20100719,15.426784000591791
S05029500_20100719,15.735353002881297
S06051550_20100720,11.755493699513819
S03277658_20100720,15.102885098500833
S02010000_20100720,8.589485293646455
S05024200_20100720,14.13836566427657
S02052500_20100721,15.835009375257076
S05035300_20100721,19.023150007124904
S06204550_20100721,15.402147501239899
S02009000_20100721,17.020718983146168
S05095000_20100721,14.898724443001488
S03129440_20100721,9.60070614028072
S02022760_20100722,14.539044033393676
S05116650_20100722,15.84470658018132
S02020000_20100722,11.865129530958924
S02019950_20100722,12.506317596656569
S02018500_20100722,13.715259528849593
S05088400_20100722,14.588968630400533
S05067800_20100723,18.95456705044977
S03153139_20100723,15.263989122786542
S05061942_20100723,16.128116655771954
S05049950_20100723,17.921410397612384
S05096100_20100724,17.13960928249498
S02001046_20100726,15.52685237136085
S03005200_20100726,16.12271753989856
S03078510_20100726,13.533985313143507
S05106820_20100726,19.11264595462534
S02030350_20100727,13.381869489923808
S05153940_20100727,14.929133649957908
S05106400_20100727,15.282808960824962
S03011300_20100727,15.366808821475598
S05096400_20100728,17.325820422131173
S03004280_20100728,16.11097923485666
S03008505_20100728,14.150593817858136
S05097750_20100728,11.632640703995
S03092811_20100728,12.604504910670835
S03085805_20100728,15.591948951988815
S03085730_20100728,14.99696212406353
S02067150_20100728,12.409286892388229
S05057150_20100728,19.486903089667077
S03088800_20100729,16.48283297785339
S03088410_20100729,16.06856992928985
S02057600_20100729,14.848589541906792
S03094356_20100729,14.718662669045607
S02076180_20100729,14.787630149229292
S03093445_20100729,13.883678773122496
S02056200_20100729,7.3773623660195025
S06215900_20100729,19.807172366866485
S05091560_20100729,14.36584499739031
S03149081_20100730,14.485983839365716
S05068645_20100730,17.830896358742727
S05065000_20100730,15.0086858065839
S05120010_20100802,16.55940127813405
S05119050_20100802,14.927538551228345
S02063000_20100803,13.345560691756436
S06153070_20100803,17.484631087972083
S06005550_20100803,15.414037701814475
S02093100_20100803,10.857840265749324
S05154500_20100803,11.538994268380765
S02054100_20100804,14.17354440331215
S03269000_20100804,11.693846249526915
S02057400_20100804,14.150428779234806
S03267530_20100804,14.72435779558815
S02116000_20100804,14.30453568845057
S05140500_20100804,17.782514284268974
S05069900_20100804,18.631570961051857
S05137000_20100804,18.769097130996606
S03231260_20100804,12.492738151023067
S05218000_20100804,19.132917988637107
S03165020_20100805,14.905320125076573
S05125000_20100805,14.007223410297689
S05234020_20100805,8.125762053532439
S06169880_20100805,17.08107343494878
S05122000_20100805,14.763314584814585
S05121350_20100805,15.305482986402895
S05220950_20100806,14.175263697966752
S05225300_20100808,16.034385114681257
S05226500_20100808,14.011673120417198
S05191800_20100809,20.011891130702782
S06468450_20100809,15.17557148321428
S02106410_20100809,13.03644544806704
S06217000_20100809,18.5912550509927
S03026179_20100809,18.692268569045936
S05192024_20100809,15.800561196765083
S06147840_20100810,20.253860812637257
S06147130_20100810,10.801420104533298
S03033000_20100810,13.532285403563451
S05201050_20100811,17.948172603665675
S05201055_20100811,15.387503840737708
S06037085_20100811,14.700161520592074
S05202950_20100811,19.207679844688418
S06035330_20100811,11.888622005165255
S05209000_20100811,13.836389253993609
S05209500_20100811,16.02015200544288
S03068950_20100812,16.706286971978788
S02089000_20100812,13.208903971724968
S03053750_20100812,15.803809976209948
S06494595_20100813,17.20598184415308
S03215470_20100817,15.135995286253287
S03221795_20100819,14.514237936439441
S03221625_20100819,15.407641810139145
S06151000_20100823,20.092713743482257
S06012055_20100824,17.11855664747343
S06110110_20100824,14.888096568991106
S03162365_20100824,14.4791625222881
S03149487_20100825,15.334766925982326
S06210850_20100825,17.25193405357848
S06710110_20100825,16.19283349791143
S03115616_20100825,15.276479696048085
S03115990_20100825,13.298094724062196
S06212600_20100825,19.351752647045465
S06710010_20100825,20.158696741830774
S03114395_20100826,14.383977800016655
S03113040_20100830,14.712612439662735
S03214000_20100831,13.980936183945337
S05068600_20100831,14.11158853289924
S05055000_20100901,19.500122132575086
S03027549_20100901,9.064215331670967
S03190300_20100901,15.353007807843166
S03126704_20100901,14.862760115152232
S06300073_20100903,17.51541814361004
S06175000_20100903,13.649723456942676
S02096900_20100903,14.37480432739789
S02094970_20100903,15.415612923405941
S02115762_20100906,15.68109262338521
S02038000_20100906,13.549772678447038
S06026000_20100906,13.777750466023699
S02047000_20100906,14.48669779535748
S06040400_20100915,14.448710428688322
S06041800_20100915,16.272103021519936
S06029000_20100916,13.18296018609766
S02041950_20100921,12.46065037287542
S02099550_20100922,14.1017469368276
S02095500_20100923,11.045863724881434
S03271965_20100927,13.752616518016957
S03265600_20100927,13.894459284892436
S03255180_20100928,15.04820379488827
S03227100_20100928,16.35327123458434
S06113000_20101006,13.78688080305476
S03219000_20101011,14.536890045828809
S03208483_20101013,15.816683888007315
S03208000_20101014,15.751217751753973
S06189500_20101022,13.218599742664333
S06188900_20101204,8.964084563705214
S06133560_20110209,20.192738687220412
S06154250_20110309,19.918227714692208
S06300046_20110419,20.225098622504348
S03266975_20110502,12.262270279437432
S06175320_20110503,19.493429308463817
S06106030_20110519,16.001058168806452
S03024245_20110525,16.93553898514905
S06166990_20110525,18.737277720195845
S05120095_20110527,15.918124955348
S05016100_20110527,15.933379251478144
S05134900_20110528,14.493750920856684
S05091210_20110607,16.08403243773636
S03024560_20110607,15.120041716063692
S03035000_20110609,15.007620876775308
S06016940_20110614,15.09804993164985
S06830129_20110614,15.93574639482686
S03029500_20110616,15.151479944106123
S06176680_20110627,15.82540094889489
S06053500_20110627,16.06483293147336
S06176620_20110627,16.94198964826851
S06173250_20110628,17.844077307115803
S06173460_20110628,19.769647102020222
S06053940_20110628,12.291623234284396
S06580341_20110629,15.39480090274743
S06083925_20110630,18.544277253682633
S06147210_20110704,18.950505276517347
S05111950_20110704,10.222082759290934
S05118706_20110704,14.061973701678383
S05228290_20110706,14.694548071890248
S06468450_20110706,16.039590029872286
S06118600_20110706,16.52740535463993
S06250250_20110708,15.312761918462503
S05142520_20110708,15.461582932743031
S05074580_20110711,14.323590493075988
S03088890_20110711,16.515857410258455
S06195820_20110712,15.159580824316524
S05125900_20110718,12.893791541861445
S03013300_20110718,15.30826495355764
S03174825_20110718,10.874514014894226
S03137290_20110718,14.76762989216155
S02098800_20110718,10.029595198134572
S06123500_20110718,14.612480165994633
S06118000_20110719,14.754905728095938
S06710039_20110719,19.34783172152503
S02001700_20110720,14.576142859783152
S05127470_20110720,14.076272288274419
S06161400_20110720,17.450132499894558
S06439900_20110720,14.401764734288147
S02044000_20110720,15.186531236392355
S05101600_20110721,17.431888201115243
S06710100_20110721,19.889410109079897
S06111555_20110721,20.77073423379153
S02003800_20110722,14.977188488119166
S02007000_20110722,12.815110445176288
S02018500_20110722,15.034655463958039
S02003400_20110722,13.62237383693581
S02004000_20110723,15.128450121649745
S02001025_20110723,15.52499439292307
S02106600_20110725,14.993285929746877
S02106850_20110725,15.133707462060206
S03134730_20110725,14.927912294164248
S03228690_20110725,13.708098442566177
S05151000_20110726,18.95971275648469
S05044200_20110726,14.504956651280635
S05044300_20110726,15.654424937617122
S03237800_20110726,12.380121960499196
S05096100_20110726,16.873450180403367
S02069100_20110726,10.004567741641502
S02067000_20110726,12.10218298474198
S02060500_20110726,11.67583417343068
S06151000_20110726,20.314124652913318
S06580318_20110727,9.745900822966664
S03250975_20110727,14.070832524456677
S03221795_20110727,14.7115726086224
S05022080_20110727,13.220278712007717
S03233896_20110728,14.362540270810147
S05134300_20110728,13.947757626784309
S06217000_20110728,17.381254815747333
S03052245_20110728,14.843293366035113
S05033500_20110728,15.281154314154099
S06204550_20110728,15.457742318606424
S06190070_20110728,14.387849330596318
S06208900_20110728,8.285141120061597
S05237000_20110801,19.91816495195857
S03258000_20110801,12.374199026497868
S05192050_20110801,17.96425982250378
S02117575_20110801,15.690055583591043
S05120020_20110801,10.8871201237372
S02085600_20110801,8.869090242975584
S03141730_20110801,15.152299469170732
S06193700_20110801,11.34672342132078
S05125780_20110802,16.71600844188198
S02115200_20110802,8.1521668300956
S05144250_20110802,16.98961441301962
S05223210_20110803,19.087769890898887
S02123000_20110803,14.656169921826857
S03156940_20110803,14.64130351614216
S02118750_20110803,11.784821597523127
S02124000_20110803,14.738868447206949
S05207150_20110803,10.566684917362565
S02115650_20110804,9.366204448049155
S03098000_20110804,18.136973364710947
S05148000_20110804,20.041089375666783
S03096650_20110804,16.30032368767239
S05147000_20110804,20.16579893071735
S05191000_20110804,14.232692669513487
S05192024_20110804,18.798032827158366
S03272235_20110804,10.966550477793547
S03269295_20110804,12.581330505224779
S06017000_20110804,14.417662344428525
S03102000_20110805,16.350555704459737
S05013900_20110805,12.819056428450839
S03270390_20110805,11.632532058143594
S03190790_20110808,13.358068782257316
S05129150_20110809,14.049601783575486
S03189490_20110809,14.360166057639137
S03075000_20110811,14.839140031761433
S05154400_20110811,14.757290299247263
S05218500_20110812,20.193636810161248
S03012100_20110816,15.975362181162769
S05029500_20110816,17.845508714281486
S05005605_20110816,14.396992377928509
S06049010_20110816,14.254224796860804
S05234280_20110817,15.629531873141884
S03138800_20110817,14.644511299205528
S05111000_20110817,20.042567220460114
S03105285_20110817,15.187492866228938
S05004500_20110817,14.2461257775106
S05213000_20110818,12.580709884063886
S05025000_20110818,14.129730149579473
S05001800_20110818,18.50223756641862
S05003000_20110819,14.617238569933871
S05127900_20110819,16.36506257246966
S05006880_20110819,15.134575072679164
S06405950_20110822,17.632637236766026
S05166000_20110822,14.925008404525123
S02081000_20110823,13.735601632341412
S03212150_20110823,17.452987648884445
S03213000_20110823,15.740363491542464
S05165900_20110823,18.711418576209013
S05177000_20110824,17.22471991244607
S05157800_20110824,15.020453461854107
S05175100_20110825,16.963377365404924
S03127370_20110825,12.657408178475576
S05176000_20110825,17.216300613415086
S05120005_20110826,14.611639100634893
S05102010_20110831,17.395970192798355
S05064750_20110831,14.868238247921012
S05102150_20110831,15.244619829299896
S05097500_20110831,14.705658350209935
S05130500_20110901,10.779700411289877
S05086000_20110901,12.678427552615963
S05116600_20110901,15.016693081178982
S06001890_20110905,14.615628234390318
S05050800_20110906,15.538594648940851
S05051200_20110906,13.799956549605765
S05059000_20110907,17.216635910322747
S05233500_20110907,13.918457608653364
S06404800_20110908,15.20916545218662
S05048210_20110908,13.086961738738614
S05047500_20110910,16.281814743325494
S03093145_20110912,14.90581509023944
S06000950_20110912,14.826698575608706
S03014130_20110912,20.14469862429915
S03085608_20110912,15.258632916486672
S05138900_20110913,17.12257941069968
S03086340_20110913,16.494490749648527
S03088345_20110913,19.987196444209488
S03094405_20110913,16.94222741325868
S03002900_20110914,17.038775244096698
S05153000_20110914,14.08129604738517
S03018675_20110915,15.71153801842755
S05119902_20110915,14.218326928635268
S03226300_20110916,15.698008989352438
S03088800_20110916,17.50276299549062
S03185950_20110919,16.839935661934085
S06130500_20110920,17.122346594013777
S05078900_20110921,15.193868437622557
S05122000_20110922,11.753987169901142
S05204000_20110927,19.931813966979085
S05066000_20110927,14.27281684627961
S06580789_20110928,13.600053666561118
S03030000_20110928,15.261037263550657
S06077500_20110928,16.226195547538815
S03009000_20110928,18.21077903625495
S03038700_20110929,15.992194004636474
S03027490_20110929,15.615846971453353
S03036030_20110929,18.22306137102693
S06071900_20110929,14.77934626525292
S05068645_20110929,18.419370945894457
S03219550_20111006,13.706893350464021
S06820089_20120217,19.053270517266085
S06137020_20120221,20.46388746800345
S06592020_20120222,19.82905103520865
S06135600_20120227,20.618566071036582
S06134300_20120228,19.949747040934994
S04066730_20120524,16.34870991139185
S05018900_20120604,16.825670033817303
S06440445_20120604,14.915930058842871
S05002610_20120604,15.888070827729623
S06005550_20120605,14.946771115882495
S05234082_20120605,19.664295182777526
S06000980_20120605,15.291761374962022
S06464850_20120605,15.395282051153718
S06404800_20120605,10.474282104763097
S06468450_20120605,15.934194134681498
S06216100_20120605,19.686037771939535
S06439900_20120605,12.774199355204487
S04179160_20120605,18.641762278569797
S05074580_20120605,16.528712057770953
S06710020_20120606,19.06838689705733
S04140100_20120606,12.10659688289165
S05072140_20120606,15.593867968470182
S06411350_20120606,11.434916131770484
S06003805_20120606,15.411175547474713
S04178490_20120606,19.42708350817094
S06250270_20120606,16.001815327678383
S05061400_20120606,16.325526298266862
S05074100_20120607,14.048741748944574
S06005400_20120607,14.942606857607815
S04158860_20120607,17.362067835920968
S05234007_20120607,14.859327723209738
S04099560_20120608,13.746669485530273
S04099600_20120608,14.700386694416704
S06700075_20120611,20.31330003784233
S03079270_20120612,13.617267991868744
S04168250_20120612,13.604622383969451
S03012100_20120614,16.62837404233955
S06710030_20120615,18.226415784116092
S06215850_20120616,19.92085839386306
S06217500_20120620,19.69694111072615
S06120560_20120621,18.63065342292725
S06168200_20120621,9.756224886279393
S06178014_20120621,14.065896475993325
S06148850_20120625,16.404760678799246
S06005700_20120626,16.751736869823667
S06082260_20120626,13.389259753788425
S05118703_20120626,13.88127105950548
S03081000_20120627,14.387062688130461
S06017000_20120627,15.258380339185909
S06300005_20120627,18.105797340746
S04161575_20120628,11.2727503240126
S04123785_20120628,10.668822997343343
S04200595_20120628,15.083754713278857
S05228350_20120628,16.189049208844672
S05069250_20120628,19.432402487302436
S06580362_20120628,20.188505272172996
S06108000_20120628,20.31322121050716
S03125000_20120629,13.529553591602387
S06146500_20120702,19.967292599858396
S03014140_20120702,20.167355687737142
S04085180_20120702,12.16292436682488
S05077995_20120702,15.601343081698218
S04072000_20120702,13.881399037323673
S05020900_20120703,15.651025744499647
S03014030_20120703,19.581001656367306
S05035300_20120703,16.553412904479153
S06300250_20120704,10.13655912737794
S03088345_20120704,19.5192611198256
S03138550_20120704,14.518120262690799
S05079200_20120704,15.247925566124792
S06710040_20120705,14.267114088267151
S04570004_20120705,15.257583208391887
S05012550_20120705,15.660421482329877
S04082450_20120705,14.795985065905153
S03149162_20120705,14.713392080097238
S04082700_20120705,16.62627338858851
S03145847_20120705,16.932615196086562
S03024300_20120709,17.711305099498254
S03020145_20120709,17.120529222863603
S03160000_20120709,14.81456988703
S06590550_20120710,18.627175337390366
S05085050_20120710,13.893665221791712
S03020000_20120710,16.034118181581576
S06300046_20120711,20.002667174034777
S04113800_20120711,14.827651006577005
S04002870_20120711,16.899293809215997
