SamplingOperations_code,IBD_hat
S05053100_20070904,17.135635
S05227240_20070904,13.200872
S05192200_20070904,16.774837
S05192305_20070904,17.517876
S02110600_20070904,14.725673
S05053000_20070905,16.534994
S05090050_20070905,14.519372
S05055950_20070905,16.625418
S02001500_20070907,13.929258
S05055940_20070907,16.321882
S05042080_20070907,15.809307
S05044300_20070907,16.525522
S05129070_20070907,13.837155
S05088400_20070908,16.017342
S05089000_20070908,15.720492
S05119065_20070908,14.205755
S05119080_20070909,13.938216
S02044000_20070910,12.536575
S05056900_20070912,18.881357
S05057150_20070913,19.071293
S05055550_20070914,18.877104
S05055600_20070917,19.094618
S05068850_20070917,18.325903
S05068355_20070927,18.705502
S05055150_20070927,19.067707
S06580839_20080304,17.721031
S06168250_20080623,11.952396
S06300072_20080625,13.103302
S06580150_20080702,16.000729
S06580816_20080702,16.149202
S06185500_20080702,13.935757
S05121000_20080707,14.493377
S06187100_20080707,14.614567
S05133100_20080708,17.338345
S06175500_20080708,17.827906
S06830800_20080709,15.700314
S06222390_20080709,13.202127
S05134000_20080709,12.43037
S05137000_20080709,17.235218
S05134310_20080709,14.509949
S06183850_20080709,12.992123
S06179200_20080709,14.906639
S05057150_20080710,18.99995
S05154500_20080710,13.802577
S06178935_20080710,15.016562
S05117000_20080710,14.784708
S05117500_20080711,15.023892
S06425800_20080716,16.377384
S06108000_20080716,19.593065
S05068020_20080716,18.577845
S05068355_20080716,18.795166
S06044900_20080718,14.0988455
S06020500_20080719,16.912878
S06129550_20080721,15.82015
S06084360_20080721,18.512562
S06183900_20080722,13.92584
S06183800_20080722,13.349362
S06130500_20080722,14.044909
S05060000_20080722,17.598204
S05049950_20080722,15.503808
S05068470_20080723,17.765297
S06006550_20080723,15.832091
S05068400_20080723,16.8996
S05045250_20080723,14.41709
S05046000_20080723,14.922829
S02107870_20080723,16.769083
S05033500_20080724,15.281919
S06097000_20080724,11.485371
S05107000_20080724,14.316819
S05022000_20080725,15.299473
S05111650_20080725,14.21926
S05003000_20080726,15.923159
S05191200_20080727,15.294954
S05074000_20080727,13.789834
S05081000_20080728,13.330896
S02093100_20080729,12.310427
S05096100_20080729,16.521065
S05228500_20080729,14.027817
S05132600_20080729,15.555922
S06710030_20080729,18.035212
S05112210_20080729,13.617851
S05149600_20080729,19.479837
S02115725_20080729,14.218677
S05035300_20080730,16.033936
S06003945_20080730,15.100724
S06003805_20080730,15.121135
S02123000_20080730,15.289288
S05217150_20080730,17.839272
S02106600_20080730,12.987338
S06117580_20080730,18.182903
S02115775_20080730,14.921585
S06179800_20080730,15.016493
S05148150_20080730,19.290731
S05145900_20080730,17.376059
S05021650_20080730,15.914926
S05055150_20080731,19.210682
S05089080_20080731,15.918448
S05054600_20080731,18.400202
S06411350_20080731,14.603156
S02116500_20080731,14.534033
S05183000_20080731,19.446823
S02117350_20080731,13.636181
S02070750_20080731,12.539972
S02070250_20080731,11.407953
S02072600_20080731,11.404327
S02057400_20080801,13.996892
S02051000_20080801,15.618521
S05067950_20080801,18.591457
S05068300_20080801,18.70913
S05067000_20080801,17.72188
S05068270_20080801,18.601704
S05147000_20080804,18.285162
S05149000_20080804,19.48426
S02067400_20080804,13.802062
S05170900_20080805,17.201649
S02001500_20080805,14.147984
S05158200_20080805,14.324943
S05158150_20080805,13.496353
S05007600_20080805,14.91614
S02065090_20080805,15.9274235
S02021000_20080806,13.497037
S06580178_20080806,16.826788
S05088130_20080806,16.097378
S02045500_20080806,12.723882
S02025100_20080806,13.61045
S05015100_20080806,15.227429
S05011730_20080806,15.59848
S02030500_20080807,13.024702
S02019500_20080807,13.469334
S05018800_20080807,15.599584
S05125860_20080807,16.25857
S02036000_20080807,12.719531
S05018950_20080807,15.524987
S05230990_20080807,13.799046
S02020000_20080807,13.607492
S02010000_20080808,12.796332
S02003200_20080808,14.017035
S02079000_20080808,11.939185
S02000010_20080811,15.184246
S02003100_20080811,13.926554
S02001016_20080811,14.7081175
S05069900_20080813,16.424099
S05069000_20080813,17.015596
S05068760_20080813,17.485405
S05068700_20080813,17.425808
S05057050_20080814,17.90213
S05053975_20080814,18.145615
S02082970_20080814,11.611478
S05056000_20080814,16.520638
S05053100_20080814,17.136745
S05055000_20080814,18.602167
S06153070_20080818,15.564898
S05234980_20080819,15.970531
S06820850_20080819,14.673172
S05229000_20080820,13.533818
S05192018_20080820,17.594563
S05227000_20080820,13.937386
S05231500_20080820,12.865978
S05224000_20080821,13.897561
S05046700_20080821,15.19643
S05189000_20080821,19.728548
S05220920_20080822,15.198898
S05217400_20080822,18.531664
S05076800_20080825,17.018436
S06098700_20080827,13.793741
S02082350_20080829,11.815197
S05150600_20080903,18.893852
S05151000_20080903,19.295431
S05098800_20080904,15.428139
S05171900_20080908,18.17667
S05044300_20080909,16.550152
S05042085_20080909,16.190666
S02109000_20080909,16.012892
S02108700_20080909,16.411852
S05055940_20080909,16.464806
S05183970_20080909,19.874823
S05055900_20080909,16.537313
S05042080_20080909,15.991991
S05162980_20080910,14.217345
S05158000_20080910,12.920149
S06217500_20080911,18.761578
S05139230_20080915,16.392368
S06215800_20080917,19.46405
S06215000_20080922,18.370687
S06065700_20080930,17.051207
S06106600_20081002,16.129307
S06149500_20081014,15.765776
S06580362_20081014,18.303368
S06820126_20081105,18.71446
S06135600_20081110,19.521194
S06830152_20081215,17.416836
S06063500_20081215,19.115541
S06090600_20081216,16.718164
S06135600_20090216,19.50401
S06139500_20090319,14.902132
S06154250_20090324,19.427784
S06115080_20090505,17.2697
S06108000_20090513,19.597153
S06174950_20090528,13.2479105
S06120560_20090529,16.493065
S06180500_20090602,12.409361
S06178042_20090604,14.904847
S06205435_20090616,14.005552
S06193500_20090617,13.301438
S05130000_20090617,13.227521
S06035690_20090618,13.617998
S06580318_20090622,18.071074
S05068400_20090623,16.914316
S06107760_20090623,15.813245
S06175840_20090624,18.613306
S06094150_20090624,14.018625
S06150820_20090624,15.463068
S06178070_20090624,18.164415
S05181600_20090625,19.900177
S05181800_20090626,19.619747
S06175540_20090629,19.110468
S06176950_20090629,18.458107
S06176000_20090630,18.152702
S05145600_20090630,16.576166
S06094230_20090630,11.618393
S06175320_20090630,12.221882
S05086280_20090701,15.623034
S05173150_20090701,19.70971
S06830550_20090701,14.325485
S06710038_20090701,13.318258
S02100600_20090701,11.95864
S06166990_20090702,19.123306
S05179500_20090702,19.507452
S06216160_20090702,13.182428
S06000980_20090702,14.182718
S05090000_20090702,15.7144
S06250270_20090702,13.295666
S05084000_20090702,13.598809
S06121020_20090702,14.19334
S06106030_20090702,15.084545
S05081000_20090702,13.336017
S05129000_20090703,13.892055
S05218850_20090706,14.091855
S05197900_20090707,14.416456
S06177980_20090707,15.089476
S05192100_20090707,17.795507
S06188785_20090708,14.933252
S05024000_20090708,14.616575
S05223170_20090708,12.998425
S05223145_20090708,13.101536
S05101420_20090708,15.838141
S05139230_20090708,16.400202
S05011600_20090709,15.428996
S05132000_20090709,13.494132
S05033200_20090709,16.514538
S05134300_20090709,14.418462
S05229250_20090709,13.646357
S05025000_20090710,15.294481
S05007600_20090710,15.103668
S05000150_20090710,15.510914
S05228000_20090711,12.555707
S05005950_20090711,14.227377
S05038000_20090716,14.413576
S05033800_20090716,16.375875
S05032800_20090716,15.424065
S05021800_20090717,15.541455
S05044200_20090717,15.181841
S06006900_20090720,17.013157
S06206000_20090720,14.196942
S06016940_20090721,15.734254
S06000890_20090721,14.481233
S06211700_20090721,19.404255
S06405950_20090721,14.713756
S06043875_20090721,14.140475
S06425800_20090722,16.493896
S02011000_20090722,12.412755
S02013000_20090723,13.005268
S06435450_20090723,16.090757
S06440445_20090723,14.5871525
S06020100_20090724,18.171051
S06084000_20090724,19.00149
S06018200_20090724,18.318726
S05155300_20090727,15.005465
S02106500_20090727,13.602705
S02106750_20090727,13.412895
S06003550_20090728,14.505083
S02068800_20090728,11.931611
S06003805_20090728,15.142107
S05108000_20090728,14.099245
S05153940_20090728,14.605093
S02054500_20090728,12.621506
S02103950_20090729,12.031165
S02075300_20090729,11.602364
S02090000_20090730,10.730204
S05233500_20090730,13.104484
S05230500_20090731,15.324254
S02025150_20090803,13.503471
S02076180_20090803,13.501603
S02024000_20090803,13.264191
S02038000_20090803,12.721785
S02116600_20090804,14.712469
S02117000_20090804,14.229203
S05218700_20090804,19.899406
S02115000_20090804,14.815184
S02045160_20090804,12.895676
S02025500_20090804,13.744847
S05031300_20090804,15.784562
S02030500_20090804,12.933219
S05005610_20090805,13.603699
S02120000_20090805,13.997385
S05234015_20090805,18.88649
S02121050_20090805,15.169681
S02036265_20090805,12.915862
S02041000_20090805,13.321872
S02032000_20090805,13.688297
S02084900_20090805,10.698689
S02035000_20090805,13.23451
S02048980_20090806,16.615686
S02067000_20090806,12.892596
S05011000_20090807,15.344021
S06830079_20090813,18.835423
S05090050_20090818,15.574123
S05067800_20090818,18.407688
S02061500_20090820,14.522144
S05064750_20090821,14.593832
S06700070_20090825,19.778404
S06300010_20090825,19.702126
S02107400_20090826,16.390327
S02106815_20090826,13.939125
S06044900_20090902,13.815163
S06222600_20090902,18.570759
S06470900_20090909,16.87402
S06104000_20090923,14.052801
S06830152_20091215,17.106699
S06139500_20100317,14.879172
S06209970_20100531,13.769707
S06109050_20100601,19.876194
S05056000_20100602,16.432354
S06101000_20100602,14.625792
S03134730_20100603,14.708529
S06178050_20100607,15.282359
S06177750_20100608,14.996318
S03006268_20100610,19.270535
S03002100_20100610,18.356163
S03006271_20100610,19.379137
S03006590_20100610,18.755882
S03001000_20100610,19.065414
S06091600_20100614,17.028166
S06580150_20100614,16.038555
S06830550_20100628,14.27721
S05166000_20100628,16.898678
S05180800_20100630,19.54002
S06175540_20100701,19.119255
S05176000_20100702,17.205736
S05029500_20100703,15.128694
S06004870_20100706,14.717039
S06116720_20100706,19.864796
S06416910_20100706,15.40354
S06039960_20100706,14.542592
S06045750_20100706,15.277131
S03036510_20100707,14.973888
S05046000_20100707,14.8113165
S06310200_20100708,15.607087
S05130000_20100708,13.315939
S05083000_20100708,13.806499
S06033000_20100708,16.021896
S06074500_20100708,15.404541
S06940940_20100708,17.031855
S06147215_20100708,16.674397
S06147655_20100708,17.026365
S06085500_20100709,18.889849
S05091210_20100712,14.532761
S03055000_20100712,15.110897
S03189900_20100713,13.164051
S03189975_20100713,13.997784
S06300600_20100716,19.396706
S05058100_20100716,15.712194
S03084470_20100716,13.119609
S03082000_20100716,13.114519
S05074000_20100717,12.725391
S05048000_20100717,15.52185
S02000010_20100719,15.297044
S03156580_20100719,14.523827
S05125780_20100719,16.253326
S02000011_20100719,15.284063
S05029500_20100719,15.119386
S06051550_20100720,12.338607
S03277658_20100720,14.406005
S02010000_20100720,12.875482
S05024200_20100720,14.824365
S02052500_20100721,14.329783
S05035300_20100721,16.015678
S06204550_20100721,15.417975
S02009000_20100721,14.838803
S05095000_20100721,14.508163
S03129440_20100721,12.706532
S02022760_20100722,14.30421
S05116650_20100722,14.498902
S02020000_20100722,13.701007
S02019950_20100722,13.95665
S02018500_20100722,13.973463
S05088400_20100722,16.215857
S05067800_20100723,18.30476
S03153139_20100723,14.700511
S05061942_20100723,16.076765
S05049950_20100723,14.997875
S05096100_20100724,16.304646
S02001046_20100726,15.003869
S03005200_20100726,15.296054
S03078510_20100726,14.094585
S05106820_20100726,15.928653
S02030350_20100727,13.232216
S05153940_20100727,14.523456
S05106400_20100727,15.771803
S03011300_20100727,15.601624
S05096400_20100728,15.523106
S03004280_20100728,16.327686
S03008505_20100728,15.964882
S05097750_20100728,14.905377
S03092811_20100728,15.217343
S03085805_20100728,15.384715
S03085730_20100728,15.638034
S02067150_20100728,11.929844
S05057150_20100728,18.981634
S03088800_20100729,16.455122
S03088410_20100729,17.071291
S02057600_20100729,12.420643
S03094356_20100729,16.545221
S02076180_20100729,13.800781
S03093445_20100729,15.129903
S02056200_20100729,11.577981
S06215900_20100729,19.745882
S05091560_20100729,14.693687
S03149081_20100730,14.523538
S05068645_20100730,17.43848
S05065000_20100730,15.0119915
S05120010_20100802,13.870314
S05119050_20100802,14.130011
S02063000_20100803,13.911139
S06153070_20100803,15.215253
S06005550_20100803,15.033565
S02093100_20100803,12.113592
S05154500_20100803,13.931379
S02054100_20100804,12.763943
S03269000_20100804,12.891132
S02057400_20100804,13.954014
S03267530_20100804,13.319302
S02116000_20100804,15.41989
S05140500_20100804,16.570477
S05069900_20100804,16.090397
S05137000_20100804,17.536377
S03231260_20100804,14.90633
S05218000_20100804,18.647778
S03165020_20100805,14.706703
S05125000_20100805,13.452599
S05234020_20100805,14.123205
S06169880_20100805,18.001286
S05122000_20100805,14.219133
S05121350_20100805,14.2937765
S05220950_20100806,12.414675
S05225300_20100808,14.424963
S05226500_20100808,14.012365
S05191800_20100809,17.970112
S06468450_20100809,16.373705
S02106410_20100809,14.535854
S06217000_20100809,17.88566
S03026179_20100809,17.075756
S05192024_20100809,17.046818
S06147840_20100810,18.053318
S06147130_20100810,16.421469
S03033000_20100810,15.660999
S05201050_20100811,16.6715
S05201055_20100811,16.53699
S06037085_20100811,14.707222
S05202950_20100811,17.512527
S06035330_20100811,13.718384
S05209000_20100811,14.585089
S05209500_20100811,15.620329
S03068950_20100812,13.629694
S02089000_20100812,11.307853
S03053750_20100812,15.624667
S06494595_20100813,17.201601
S03215470_20100817,15.415531
S03137570_20100817,13.193684
S03025919_20100818,17.501749
S03024245_20100818,16.559893
S03033240_20100819,16.829138
S03221795_20100819,14.795854
S03221625_20100819,15.107742
S03189545_20100819,12.867488
S06151000_20100823,19.787838
S03190725_20100824,13.904946
S06012055_20100824,18.467083
S06110110_20100824,15.725581
S03162365_20100824,14.799539
S03149487_20100825,14.892072
S06210850_20100825,19.356796
S06710110_20100825,19.341705
S03115616_20100825,15.129663
S03115990_20100825,15.114388
S06212600_20100825,19.393433
S06710010_20100825,19.569382
S03114395_20100826,14.213267
S03113040_20100830,15.315066
S03214000_20100831,15.094647
S03081016_20100831,13.424966
S05068600_20100831,16.420761
S05055000_20100901,18.4837
S03027549_20100901,14.567266
S03190300_20100901,14.901165
S03126704_20100901,13.900469
S06300073_20100903,17.403236
S06175000_20100903,12.110105
S02096900_20100903,13.519111
S02094970_20100903,16.127121
S02115762_20100906,14.925689
S02038000_20100906,13.100875
S06026000_20100906,14.744911
S02047000_20100906,12.805968
S06040400_20100915,14.689115
S06041800_20100915,14.436626
S06029000_20100916,15.159972
S02041950_20100921,12.925741
S02099550_20100922,13.119885
S02095500_20100923,12.485516
S03271965_20100927,13.113689
S03265600_20100927,13.624416
S03255180_20100928,13.4074745
S03227100_20100928,15.399117
S06113000_20101006,16.99121
S03219000_20101011,15.206529
S04009430_20101012,12.586453
S03208483_20101013,15.915403
S03208000_20101014,15.922096
S06189500_20101022,13.709934
S06188900_20101204,11.530306
S06133560_20110209,19.731552
S06154250_20110309,19.11648
S06300046_20110419,18.548725
S03266975_20110502,13.378758
S06175320_20110503,13.686325
S06106030_20110519,15.002424
S03024245_20110525,16.536379
S06166990_20110525,17.859255
S05120095_20110527,14.097194
S05016100_20110527,15.20421
S05134900_20110528,15.198814
S05091210_20110607,14.7301235
S03024560_20110607,15.528039
S03026382_20110608,16.99576
S03035000_20110609,15.166402
S06016940_20110614,15.825756
S06830129_20110614,15.435761
S03029500_20110616,15.526835
S06176680_20110627,16.146051
S06053500_20110627,13.881051
S06176620_20110627,15.190909
S06173250_20110628,17.079943
S06173460_20110628,17.144497
S06053940_20110628,13.096442
S06580341_20110629,14.351432
S05074750_20110630,15.0909815
S06083925_20110630,18.835049
S06147210_20110704,18.907715
S05111950_20110704,14.091596
S05118706_20110704,14.560144
S05234007_20110705,14.134411
S05228290_20110706,13.706304
S06468450_20110706,16.302694
S06118600_20110706,16.33123
S03186700_20110707,14.217221
S06250250_20110708,16.1371
S03189398_20110708,13.018555
S03189315_20110708,13.22044
S03189828_20110708,13.025809
S05142520_20110708,15.618483
S05074580_20110711,13.51419
S03145290_20110711,15.007895
S03088890_20110711,16.53161
S06195820_20110712,13.533713
S05074700_20110712,14.315037
S05125900_20110718,13.6033535
S03013300_20110718,15.208694
S03174825_20110718,14.025987
S03137290_20110718,14.521448
S02098800_20110718,13.400575
S06123500_20110718,14.714996
S03133140_20110719,14.538087
S03133435_20110719,14.6206665
S06118000_20110719,14.683747
S03132615_20110719,14.326903
S06710039_20110719,19.307302
S02001700_20110720,13.121331
S05127470_20110720,14.123326
S06161400_20110720,16.598328
S06439900_20110720,14.947263
S03132620_20110720,14.250604
S02044000_20110720,13.122219
S05101600_20110721,16.92609
S06710100_20110721,19.217144
S05020000_20110721,15.079817
S05018400_20110721,15.208388
S06111555_20110721,19.668564
S02003800_20110722,13.52411
S02007000_20110722,12.888691
S02018500_20110722,14.313796
S02003400_20110722,13.219786
S02004000_20110723,13.496903
S02001025_20110723,14.421179
S02106600_20110725,13.243432
S02106850_20110725,13.42804
S03134730_20110725,14.890853
S03228690_20110725,14.909986
S05015800_20110726,15.065971
S05015320_20110726,15.432073
S05151000_20110726,19.482029
S05017060_20110726,15.241224
S05044200_20110726,15.740963
S05044300_20110726,15.731192
S03237800_20110726,14.81945
S05018000_20110726,15.063145
S05096100_20110726,16.509838
S02069100_20110726,12.01827
S02067000_20110726,12.701596
S02060500_20110726,12.713128
S06151000_20110726,19.89315
S06580318_20110727,18.00273
S03250975_20110727,12.732138
S03221795_20110727,14.916831
S05022080_20110727,15.624292
S05016100_20110727,15.264174
S05018800_20110727,15.819092
S05019000_20110727,15.606863
S03233896_20110728,14.998229
S05134300_20110728,14.302519
S05018750_20110728,16.208546
S06217000_20110728,17.990982
S03052245_20110728,14.024806
S05018950_20110728,15.593069
S03166490_20110728,14.414142
S05033500_20110728,15.439502
S05019930_20110728,15.267391
S05020200_20110728,15.048623
S06204550_20110728,15.206877
S06190070_20110728,11.839554
S06208900_20110728,11.766755
S05237000_20110801,17.658451
S03258000_20110801,12.718897
S05192050_20110801,18.479443
S02117575_20110801,14.719771
S05120020_20110801,13.599427
S02085600_20110801,13.664498
S03141730_20110801,14.545994
S06193700_20110801,11.606399
S05226030_20110802,15.62538
S05125780_20110802,16.034985
S02115200_20110802,13.767569
S05144250_20110802,14.922613
S05223210_20110803,13.66778
S02123000_20110803,15.173446
S03156940_20110803,14.102144
S02118750_20110803,14.211332
S02124000_20110803,14.715822
S05207150_20110803,15.546274
S02115650_20110804,14.4117365
S03098000_20110804,15.944829
S05148000_20110804,18.45792
S03096650_20110804,15.798986
S05147000_20110804,17.993427
S05191000_20110804,15.970393
S05192024_20110804,17.144407
S03272235_20110804,12.994405
S03269295_20110804,12.640465
S06017000_20110804,15.716782
S03102000_20110805,15.602472
S05013900_20110805,15.109293
S03270390_20110805,12.894818
S03190790_20110808,14.616562
S05129150_20110809,13.336813
S03189490_20110809,13.117067
S03075000_20110811,14.233749
S05154400_20110811,13.616342
S05218500_20110812,19.321007
S03012100_20110816,15.592043
S05029500_20110816,15.320796
S05005605_20110816,14.009609
S06049010_20110816,13.514149
S05216210_20110817,17.345287
S05234280_20110817,15.591896
S05012500_20110817,15.797435
S03138800_20110817,14.648582
S05111000_20110817,17.014795
S03105285_20110817,15.486473
S05004500_20110817,15.931209
S05213000_20110818,16.115715
S05025000_20110818,15.300172
S05001800_20110818,15.865834
S05003000_20110819,16.08969
S03156580_20110819,14.524613
S05127900_20110819,16.982174
S05006880_20110819,15.519664
S03156350_20110819,14.716568
S05061200_20110822,16.379677
S06405950_20110822,14.832908
S05166000_20110822,16.844229
S02081000_20110823,12.725615
S03212150_20110823,15.937039
S03213000_20110823,15.015396
S05165900_20110823,16.450031
S05177000_20110824,18.193249
S05157800_20110824,15.915751
S05175100_20110825,17.42118
S03127370_20110825,14.208324
S05176000_20110825,16.895851
S05120005_20110826,13.1291
S05101500_20110831,16.325909
S05102010_20110831,17.094852
S05064750_20110831,14.799732
S05102150_20110831,17.078754
S05101200_20110831,16.957191
S05097500_20110831,14.720413
S05130500_20110901,12.62958
S05086000_20110901,14.69964
S05116600_20110901,14.217198
S06001890_20110905,14.127464
S05050800_20110906,15.293909
S05051200_20110906,15.099738
S05059000_20110907,17.007076
S05233500_20110907,13.043417
S06404800_20110908,14.609201
S05048210_20110908,15.169192
S05047500_20110910,15.711445
S03093145_20110912,15.773881
S06000950_20110912,14.343889
S03014130_20110912,18.892307
S03085608_20110912,16.0737
S05138900_20110913,17.947407
S03086340_20110913,16.896917
S03088345_20110913,17.58192
S03094405_20110913,17.49791
S03002900_20110914,16.820827
S05153000_20110914,13.202377
S03018675_20110915,16.211338
S05119902_20110915,13.018516
S03226300_20110916,15.492303
S03088800_20110916,16.914791
S03185950_20110919,13.820099
S06130500_20110920,14.425586
S05078900_20110921,14.614693
S05122000_20110922,14.189498
S05204000_20110927,16.502022
S05066000_20110927,16.102549
S06580789_20110928,15.998117
S03030000_20110928,14.991749
S06077500_20110928,16.002821
S03009000_20110928,15.52098
S03038700_20110929,14.611032
S03027490_20110929,14.582229
S03036030_20110929,15.326496
S06071900_20110929,15.91423
S05068645_20110929,17.795404
S03219550_20111006,14.299077
S04009330_20111012,13.3836355
S03193441_20111101,14.917173
S06820089_20120217,19.875448
S06137020_20120221,19.722809
S06592020_20120222,19.222588
S06135600_20120227,19.635778
S06134300_20120228,19.86998
S04066730_20120524,16.209425
S03128190_20120530,15.916813
S05018900_20120604,16.282366
S06440445_20120604,15.206796
S05002610_20120604,15.5186205
S06005550_20120605,14.82106
S05234082_20120605,15.695784
S06000980_20120605,14.096117
S06464850_20120605,15.767001
S06404800_20120605,15.002262
S06468450_20120605,16.36979
S06216100_20120605,18.083199
S06439900_20120605,14.702868
S04179160_20120605,17.956974
S05074580_20120605,13.629346
S06710020_20120606,19.115265
S04140100_20120606,12.585408
S05072140_20120606,14.9067745
S06411350_20120606,14.670224
S06003805_20120606,15.11754
S04178490_20120606,17.738192
S06250270_20120606,14.611986
S05061400_20120606,16.400723
S05074100_20120607,12.880468
S06005400_20120607,14.882952
S05061942_20120607,17.098534
S04158860_20120607,15.220686
S05157620_20120607,14.401977
S05234007_20120607,14.217237
S04099560_20120608,13.227075
S04099600_20120608,13.694439
S06700075_20120611,19.690712
S03079270_20120612,14.3214445
S04168250_20120612,13.8103075
S03012100_20120614,15.795865
S06710030_20120615,17.943384
S06215850_20120616,19.76178
S06217500_20120620,18.904663
S06120560_20120621,18.214554
S06168200_20120621,11.724333
S06178014_20120621,14.411937
S06148850_20120625,16.253166
S06005700_20120626,15.904302
S03036510_20120626,15.28071
S06082260_20120626,15.232487
S03040250_20120626,16.296457
S05118703_20120626,14.721101
S03081000_20120627,13.907206
S06017000_20120627,15.930275
S06300005_20120627,16.89319
S03006268_20120628,18.957699
S03006590_20120628,18.54095
S03006271_20120628,18.985565
S04161575_20120628,12.494367
S04123785_20120628,12.999086
S04200595_20120628,13.636621
S03001000_20120628,18.954334
S03002100_20120628,18.37058
S05228350_20120628,14.200253
S05069250_20120628,17.484383
S06580362_20120628,18.818417
S06108000_20120628,19.59053
S03125000_20120629,13.580753
S06146500_20120702,19.112694
S03014140_20120702,18.889704
S04085180_20120702,15.4251
S05077995_20120702,15.781083
S04072000_20120702,14.22467
S05020900_20120703,15.195164
S03014030_20120703,18.972511
S05035300_20120703,16.710766
S06300250_20120704,12.781792
S03088345_20120704,17.690456
S03138550_20120704,14.807774
S05079200_20120704,14.420186
S06710040_20120705,15.39936
S03156175_20120705,16.1913
S04570004_20120705,13.318285
S05012550_20120705,15.732628
S04082450_20120705,14.806356
S03149162_20120705,15.231791
S04082700_20120705,15.900508
S03145847_20120705,14.729742
S03024300_20120709,16.433207
S03020145_20120709,16.516356
S03160000_20120709,16.522865
S06590550_20120710,16.139624
S05085050_20120710,14.82865
S03020000_20120710,16.686357
S06300046_20120711,18.478254
S03033240_20120711,16.707743
S04113800_20120711,14.02519
S03024392_20120711,15.253232
S04002870_20120711,17.099558
S03024245_20120711,16.537258
S04016800_20120711,16.216274
S04160190_20120711,15.29225
S03024560_20120712,15.430656
S03024840_20120712,16.276186
S03025238_20120712,16.437662
S03025368_20120712,16.695707
S03034720_20120712,15.7203865
S03033200_20120712,16.92101
S03033660_20120712,16.077251
S03025919_20120712,17.103697
S03032675_20120712,15.899945
S03033306_20120712,16.706429
S04033300_20120713,14.027705
S04015100_20120713,14.448198
S03165200_20120713,15.039895
S04010200_20120713,12.490637
S05226050_20120716,16.9736
S05042060_20120716,16.409454
S06120500_20120716,18.29594
S04010410_20120716,14.375386
S02061500_20120716,15.921503
S05151100_20120716,19.525343
S02061970_20120716,16.222858
S03272685_20120716,12.9635935
S02105000_20120716,13.812736
S05103000_20120717,17.7521
S04009420_20120717,12.401295
S06830550_20120717,14.090869
S02001050_20120718,15.503327
S06205955_20120718,15.214869
S02037500_20120718,13.901495
S03039940_20120718,16.10074
S04216050_20120718,14.562336
S02001700_20120718,13.5288725
S02029000_20120718,13.804235
S04601001_20120718,16.499355
S05049950_20120718,15.486498
S06016000_20120718,16.575651
S05223170_20120718,11.903203
S03037650_20120719,16.098288
S06194800_20120719,15.785658
S04025570_20120719,16.700277
S02094979_20120719,16.69343
S03151800_20120719,14.7078905
S03149859_20120719,15.414005
S03027000_20120719,15.920679
S03037480_20120719,16.635805
S03149172_20120719,15.224357
