SamplingOperations_code,IBD_pred_corr
S02110600_20070904,16.313064205283744
S05192305_20070904,18.054699460921892
S05192200_20070904,16.349059007812805
S05227240_20070904,13.61859864668459
S05053100_20070904,17.806705644903875
S05055950_20070905,17.33116172974839
S05090050_20070905,13.911783292383351
S05053000_20070905,14.351013354395002
S05129070_20070907,14.675614859575274
S05042080_20070907,14.379719043577342
S05055940_20070907,16.575699433588547
S05044300_20070907,15.8337993686321
S02001500_20070907,16.441689575500906
S05119065_20070908,15.385158822644012
S05089000_20070908,14.65223667937234
S05088400_20070908,14.445019012116527
S05119080_20070909,16.246667707723464
S02044000_20070910,13.007217602202324
S05056900_20070912,16.27413136130373
S05057150_20070913,20.000006054600934
S05055550_20070914,19.89251949630956
S05055600_20070917,18.63468373875999
S05068850_20070917,18.927375536489162
S05068355_20070927,19.166868519732546
S05055150_20070927,19.07431677186088
S06580839_20080304,20.0
S06168250_20080623,13.92914153185023
S06300072_20080625,10.99816406731204
S06185500_20080702,14.94559930649573
S06580816_20080702,15.384814206184034
S06580150_20080702,14.565157876048968
S06187100_20080707,16.246647341597715
S05121000_20080707,9.11972463955091
S06175500_20080708,16.76805820472345
S05133100_20080708,18.37508849740933
S05137000_20080709,19.88026307394635
S05134310_20080709,13.761931911088244
S05134000_20080709,12.22991191273566
S06183850_20080709,6.804169425016653
S06179200_20080709,15.672231714046331
S06222390_20080709,12.148128925730408
S06830800_20080709,14.592490190864638
S06178935_20080710,17.559281129474453
S05154500_20080710,15.92644473459759
S05117000_20080710,11.845795238806582
S05057150_20080710,20.0000000000195
S05117500_20080711,16.312963691827974
S05068355_20080716,18.83234295510084
S05068020_20080716,18.222781868195916
S06108000_20080716,20.006824467325178
S06425800_20080716,14.872908321462502
S06044900_20080718,11.924862023760774
S06020500_20080719,19.301537945660094
S06084360_20080721,19.838597720501852
S06129550_20080721,14.938858424577372
S05049950_20080722,19.01413418251441
S06183800_20080722,16.90794105120887
S06183900_20080722,16.842549801318555
S06130500_20080722,17.442771019093765
S05060000_20080722,14.461984655039766
S05046000_20080723,17.933979994232438
S05045250_20080723,14.663139587075767
S02107870_20080723,16.607323999848944
S05068470_20080723,15.341231890006762
S05068400_20080723,17.818196284143433
S06006550_20080723,15.588725876344299
S05107000_20080724,14.190489174154866
S06097000_20080724,5.430517323173689
S05033500_20080724,14.355398948535184
S05111650_20080725,16.070676851852532
S05022000_20080725,13.00083713171339
S05003000_20080726,13.24325119196322
S05191200_20080727,16.09599935182578
S05074000_20080727,13.461600600297231
S05081000_20080728,11.889524759270971
S05132600_20080729,14.187645497185853
S02115725_20080729,16.22920027169
S05149600_20080729,16.295570759439315
S06710030_20080729,19.397352943484304
S05112210_20080729,16.277487724575696
S05228500_20080729,14.259114104301332
S02093100_20080729,12.612219109025094
S05096100_20080729,18.0903611678848
S05148150_20080730,20.00383419119901
S05145900_20080730,18.934451813152833
S05021650_20080730,13.625066395192015
S05217150_20080730,19.49942914966867
S05035300_20080730,17.946757934367064
S06003805_20080730,15.829616226506841
S06003945_20080730,15.650896897239392
S02123000_20080730,14.454425828998415
S06179800_20080730,16.913408976482934
S02115775_20080730,14.544597986548855
S06117580_20080730,16.17062613950981
S02106600_20080730,6.804420527993408
S02116500_20080731,19.151307872352277
S05183000_20080731,20.0
S02117350_20080731,15.114769799720584
S02070750_20080731,14.308427007686966
S02072600_20080731,14.94651899203316
S02070250_20080731,11.105935879259162
S06411350_20080731,14.37822379774139
S05055150_20080731,18.883696457838965
S05089080_20080731,20.00000489977145
S05054600_20080731,15.708216897682266
S05067000_20080801,19.223161991598058
S05068270_20080801,18.74038453836333
S05067950_20080801,19.68989133541232
S05068300_20080801,19.827505336775502
S02051000_20080801,14.088005638386253
S02057400_20080801,6.768107036555005
S02067400_20080804,14.12834380773827
S05149000_20080804,20.003299032754295
S05147000_20080804,20.0059026537292
S05158200_20080805,14.795745677923636
S05158150_20080805,15.08529162951164
S02065090_20080805,16.26857857073851
S05007600_20080805,15.066916131677509
S05170900_20080805,20.045813980324034
S02001500_20080805,18.18503842130691
S02045500_20080806,13.985361421800285
S05088130_20080806,20.045793092176783
S02025100_20080806,11.281350380762143
S05011730_20080806,18.402833811738695
S05015100_20080806,14.989625142549745
S02021000_20080806,9.24448581821477
S06580178_20080806,8.833169014787982
S02036000_20080807,10.939516489131323
S05018950_20080807,17.137374051295183
S05125860_20080807,18.49192669785748
S02020000_20080807,13.782432447317937
S05230990_20080807,13.56605627107594
S02030500_20080807,13.849026198283251
S02019500_20080807,11.86324149677023
S05018800_20080807,17.88974360899627
S02079000_20080808,8.657719814760275
S02003200_20080808,12.55324128159554
S02010000_20080808,8.688367493485252
S02001016_20080811,12.342932059108431
S02003100_20080811,14.259842415648732
S02000010_20080811,13.843587048134678
S05068700_20080813,17.97496648586045
S05068760_20080813,15.065739201802549
S05069000_20080813,18.590185578191925
S05069900_20080813,18.519598773928955
S05053100_20080814,17.759352005521954
S05056000_20080814,18.094876288220973
S05055000_20080814,19.704098639730674
S02082970_20080814,14.586402554490892
S05053975_20080814,17.962400246161216
S05057050_20080814,19.145249195921764
S06153070_20080818,15.06943040423583
S06820850_20080819,12.062938799372521
S05234980_20080819,18.36494940301022
S05231500_20080820,10.298703541930195
S05227000_20080820,14.547251779094134
S05192018_20080820,19.216551406525962
S05229000_20080820,14.368194191969444
S05189000_20080821,18.97746162149766
S05046700_20080821,15.270646736376019
S05224000_20080821,8.448620211396749
S05217400_20080822,15.828504218885547
S05220920_20080822,14.895530188975249
S05076800_20080825,18.542523483922366
S06098700_20080827,12.386173819952907
S02082350_20080829,8.654030464728915
S05150600_20080903,20.107089956912287
S05151000_20080903,18.41254135945968
S05098800_20080904,15.334845902750523
S05171900_20080908,17.17295374867634
S05055900_20080909,13.867529449394308
S05183970_20080909,19.50502829853484
S05055940_20080909,16.268937695918755
S02108700_20080909,18.00856999591793
S02109000_20080909,17.15829922408615
S05042080_20080909,14.385228642944218
S05042085_20080909,15.06978059454891
S05044300_20080909,15.89067826682478
S05158000_20080910,13.774817600002118
S05162980_20080910,12.600764848249623
S06217500_20080911,18.2964689703186
S05139230_20080915,15.229709544751882
S06215800_20080917,17.889865619182835
S06215000_20080922,17.592717436174315
S06065700_20080930,12.749425574753303
S06106600_20081002,14.992647120521992
S06580362_20081014,20.00112658408821
S06149500_20081014,12.40306116140365
S06820126_20081105,17.63988934369472
S06135600_20081110,20.01462432511087
S06830152_20081215,15.65202923503222
S06063500_20081215,20.00000000005689
S06090600_20081216,19.600162176706156
S06135600_20090216,20.00001484678105
S06139500_20090319,14.543679498952143
S06154250_20090324,20.000000000018986
S06115080_20090505,20.000000000000085
S06108000_20090513,20.010769211621152
S06174950_20090528,19.263093987124314
S06120560_20090529,16.417595157493075
S06180500_20090602,13.339317910110166
S06178042_20090604,14.434467042637428
S06205435_20090616,12.412174479556604
S05130000_20090617,11.987726649273787
S06193500_20090617,14.07145420246481
S06035690_20090618,14.60928769506516
S06580318_20090622,14.415975811591256
S06107760_20090623,15.872259891408829
S05068400_20090623,19.484325604472616
S06178070_20090624,15.916074562107054
S06150820_20090624,14.926380738098718
S06094150_20090624,13.59679349327265
S06175840_20090624,17.924683555282467
S05181600_20090625,20.002322726514155
S05181800_20090626,19.08317383158311
S06175540_20090629,20.000000000369234
S06176950_20090629,20.002682170439467
S06094230_20090630,11.180461376571659
S06175320_20090630,20.00000000463385
S05145600_20090630,18.33569067051316
S06176000_20090630,20.00510168199346
S06710038_20090701,13.863791308832495
S02100600_20090701,11.702954613575528
S06830550_20090701,11.494413671781281
S05086280_20090701,16.076114842721626
S05173150_20090701,20.000000247341337
S05090000_20090702,14.670733974080854
S06250270_20090702,13.529004594580847
S05084000_20090702,14.16663513191388
S06000980_20090702,13.231882712460083
S06106030_20090702,12.224208358632936
S05081000_20090702,14.644689545776549
S06121020_20090702,12.930394998685234
S06216160_20090702,8.930846875664018
S06166990_20090702,20.002645931996494
S05179500_20090702,20.00000000000197
S05129000_20090703,12.197699946457421
S05218850_20090706,13.339969206998727
S05192100_20090707,15.90614387575059
S05197900_20090707,13.59505941469639
S06177980_20090707,9.740673081106435
S05223145_20090708,8.58353555618164
S05101420_20090708,18.077791207785694
S05139230_20090708,17.34977053633244
S06188785_20090708,17.403628310783585
S05024000_20090708,12.800607731903913
S05223170_20090708,8.912143664178103
S05229250_20090709,17.09366497585373
S05011600_20090709,17.176272855493735
S05033200_20090709,18.088217994626596
S05134300_20090709,13.993307399664538
S05132000_20090709,14.219794413249788
S05000150_20090710,17.11078209272739
S05007600_20090710,14.352039882678888
S05025000_20090710,16.53177681446403
S05228000_20090711,14.441386171910205
S05005950_20090711,15.450329289475263
S05032800_20090716,16.15712465637395
S05033800_20090716,15.564873222406783
S05038000_20090716,14.697552962157804
S05044200_20090717,16.715646595760976
S05021800_20090717,15.503263825792205
S06206000_20090720,14.126870732134597
S06006900_20090720,14.827544740658293
S06043875_20090721,12.79871322736418
S06405950_20090721,19.312839948247714
S06016940_20090721,16.703286707116213
S06000890_20090721,14.310935515879827
S06211700_20090721,17.36491025989367
S02011000_20090722,11.271794481600352
S06425800_20090722,14.321029825931053
S06440445_20090723,14.499123911223517
S02013000_20090723,13.91982045457133
S06435450_20090723,16.64475177802344
S06018200_20090724,16.501914511927318
S06020100_20090724,15.698414994125253
S06084000_20090724,20.105369135195875
S02106500_20090727,12.487624393643316
S02106750_20090727,13.463760223479401
S05155300_20090727,14.884609540530663
S05153940_20090728,15.010916359179653
S02054500_20090728,12.0627981024926
S05108000_20090728,12.937075194615467
S06003805_20090728,16.07561026439461
S06003550_20090728,15.548039802948374
S02068800_20090728,9.15404706279336
S02103950_20090729,14.702438518975587
S02075300_20090729,13.251408356686959
S05233500_20090730,11.956099731870616
S02090000_20090730,9.813346953101554
S05230500_20090731,19.21580057693831
S02076180_20090803,16.08899731859029
S02024000_20090803,11.02243942803669
S02038000_20090803,14.144764338238591
S02025150_20090803,12.0072503404447
S02045160_20090804,7.529092428835895
S02025500_20090804,12.993509647647045
S05031300_20090804,15.165002129763819
S02030500_20090804,14.294272701689966
S02117000_20090804,14.465760928177913
S02116600_20090804,16.14420081749617
S05218700_20090804,16.906363491965095
S02115000_20090804,14.36461532248772
S02036265_20090805,10.258513094781291
S02035000_20090805,14.001786337779848
S02032000_20090805,13.212671534135438
S02041000_20090805,10.950151389834389
S02084900_20090805,5.132343851706226
S05005610_20090805,8.084237487955864
S02120000_20090805,13.259623414061995
S05234015_20090805,18.793583786235715
S02121050_20090805,9.60976922514727
S02048980_20090806,14.760104567725936
S02067000_20090806,14.469580631609013
S05011000_20090807,14.93212404444714
S06830079_20090813,20.000021831711205
S05067800_20090818,19.0971614496235
S05090050_20090818,11.293236988815687
S02061500_20090820,13.09134723527773
S05064750_20090821,12.204033219986025
S06700070_20090825,18.811494535318303
S06300010_20090825,18.97865503231074
S02106815_20090826,14.31872839991315
S02107400_20090826,18.290338311643254
S06222600_20090902,19.698051100000573
S06044900_20090902,9.628016629688997
S06470900_20090909,14.944231855367025
S06104000_20090923,13.292998943719361
S06830152_20091215,15.10962478521452
S06139500_20100317,14.128091342560722
S06209970_20100531,15.351074823787481
S06109050_20100601,20.029230095295418
S06101000_20100602,17.185591228406594
S05056000_20100602,18.54913236315187
S03134730_20100603,15.432685618805138
S06178050_20100607,15.343048010096208
S06177750_20100608,14.404942581243112
S03006590_20100610,20.032373838278197
S03001000_20100610,19.484814798160677
S03006271_20100610,19.57508587362578
S03002100_20100610,19.76052306179352
S03006268_20100610,20.00115110065508
S06580150_20100614,14.941398766097866
S06091600_20100614,20.12409530548268
S05166000_20100628,16.086263542875358
S06830550_20100628,14.378579078295779
S05180800_20100630,20.010162815717038
S06175540_20100701,20.121081833655975
S05176000_20100702,19.645824606755134
S05029500_20100703,19.227185577481375
S06416910_20100706,12.427522063804096
S06039960_20100706,14.234933135746207
S06045750_20100706,17.598404941985635
S06116720_20100706,19.60456091836786
S06004870_20100706,15.22709532906883
S05046000_20100707,13.941334434757774
S03036510_20100707,15.084136734789695
S06147215_20100708,19.132197479654025
S06147655_20100708,14.78360924392497
S06074500_20100708,13.830869992966525
S06940940_20100708,16.425932633648607
S06310200_20100708,12.103049623210943
S06033000_20100708,18.63712792623557
S05130000_20100708,12.446228020886771
S05083000_20100708,14.338226515889835
S06085500_20100709,19.960155104817645
S03055000_20100712,15.522099056806983
S05091210_20100712,17.152153282639972
S03189975_20100713,14.901766634950208
S03189900_20100713,13.652945570311063
S05058100_20100716,13.58691337855097
S03082000_20100716,13.130942557795139
S03084470_20100716,13.277680735859988
S06300600_20100716,20.13731534572201
S05048000_20100717,15.382364737407213
S05074000_20100717,14.95515769110499
S05029500_20100719,15.573253995262288
S02000010_20100719,15.4720527011602
S03156580_20100719,15.902602209851771
S05125780_20100719,16.77938254554545
S02000011_20100719,14.590650903409815
S03277658_20100720,15.295933021479154
S02010000_20100720,5.757665054474817
S05024200_20100720,13.584260736546545
S06051550_20100720,11.414110337961427
S06204550_20100721,14.76235285333757
S05035300_20100721,19.31483231396845
S02052500_20100721,16.381188604715216
S03129440_20100721,9.036172822006083
S05095000_20100721,14.973736129312393
S02009000_20100721,15.975694146833291
S02020000_20100722,12.68304782682854
S02019950_20100722,12.11596490263363
S02018500_20100722,13.672506789966144
S05088400_20100722,14.588835109557241
S05116650_20100722,15.94182502005429
S02022760_20100722,14.421233378702352
S05049950_20100723,19.224596209432875
S05061942_20100723,15.816170020867126
S03153139_20100723,15.144581938228404
S05067800_20100723,19.70679013864819
S05096100_20100724,16.653564272946998
S03005200_20100726,15.206151689568262
S05106820_20100726,18.288622962644684
S03078510_20100726,13.72675094383069
S02001046_20100726,15.05675988664603
S05106400_20100727,14.832821450158491
S03011300_20100727,15.420562767316033
S05153940_20100727,15.46683752446195
S02030350_20100727,13.421130091608966
S03085805_20100728,15.320954950109932
S03085730_20100728,14.494727242704506
S03092811_20100728,11.896674314155357
S05057150_20100728,20.024298567982527
S02067150_20100728,12.721334059125
S05097750_20100728,12.029876730752992
S05096400_20100728,17.60724797788441
S03004280_20100728,15.88945626578298
S03008505_20100728,13.617390850322822
S02076180_20100729,11.684465748922888
S03093445_20100729,14.188663277495282
S02056200_20100729,5.867964073878419
S06215900_20100729,19.5274563432694
S05091560_20100729,14.35816530135297
S03094356_20100729,14.586728887175052
S02057600_20100729,14.68890808098364
S03088800_20100729,17.522830690150347
S03088410_20100729,15.03595256768541
S05065000_20100730,15.783544890583455
S05068645_20100730,17.94988941766276
S03149081_20100730,14.437363871017844
S05119050_20100802,15.49332078691643
S05120010_20100802,16.9027726495282
S02093100_20100803,11.217854585318927
S05154500_20100803,11.717499873957928
S02063000_20100803,13.430670879387993
S06153070_20100803,15.161563950997277
S06005550_20100803,15.088154496034122
S02116000_20100804,14.805833839415012
S05140500_20100804,18.20244672554665
S05069900_20100804,19.325073051368587
S05218000_20100804,19.951740033550315
S03231260_20100804,13.191076150979635
S05137000_20100804,20.02273724881129
S02054100_20100804,14.876390235983239
S03267530_20100804,15.431510370241263
S02057400_20100804,13.743893233932274
S03269000_20100804,11.838162959521117
S05125000_20100805,12.885195252988886
S05234020_20100805,8.502452385763172
S06169880_20100805,17.452628359969733
S05121350_20100805,16.022558450651207
S05122000_20100805,15.244344945502649
S03165020_20100805,14.559454662385605
S05220950_20100806,13.407284951970164
S05226500_20100808,13.723206853630874
S05225300_20100808,15.044925580213606
S05192024_20100809,15.612344684108692
S05191800_20100809,19.852161703328328
S03026179_20100809,19.435276183634663
S06217000_20100809,19.52304219821542
S02106410_20100809,13.351281485665258
S06468450_20100809,15.20265305966647
S06147130_20100810,10.520870015089963
S03033000_20100810,14.06737978622743
S06147840_20100810,20.05996448696643
S06035330_20100811,11.857029920772815
S05209000_20100811,14.35282656332035
S05209500_20100811,17.9599691770618
S05202950_20100811,19.296328991309924
S05201050_20100811,15.10124336758168
S05201055_20100811,15.71274699252826
S06037085_20100811,14.192680330893527
S03053750_20100812,15.835981841076297
S03068950_20100812,17.78618093587541
S02089000_20100812,13.512954109576157
S06494595_20100813,16.05905078941415
S03137570_20100817,14.582290895006004
S03215470_20100817,14.956812449936354
S03025919_20100818,18.86475043123553
S03024245_20100818,17.63247545519036
S03221625_20100819,15.450010629672636
S03189545_20100819,13.65064941201716
S03221795_20100819,15.207376088017481
S03033240_20100819,17.388901118780584
S06151000_20100823,19.78508858209865
S03162365_20100824,14.330438402325642
S06110110_20100824,14.961863730376233
S03190725_20100824,13.86635041333591
S06012055_20100824,16.678688256357095
S06212600_20100825,20.0000007344027
S06710010_20100825,19.572130746833167
S03115990_20100825,13.333244570073935
S03149487_20100825,15.628549093503516
S06210850_20100825,17.204164509377136
S06710110_20100825,15.777990839895828
S03115616_20100825,14.995827339712466
S03114395_20100826,14.642421817127307
S03113040_20100830,14.62886255838761
S03081016_20100831,12.021271395830682
S05068600_20100831,14.608559905614772
S03214000_20100831,12.724812062824643
S05055000_20100901,19.66591542798373
S03027549_20100901,9.574560485311462
S03190300_20100901,15.531690172976528
S03126704_20100901,14.2339541579616
S06300073_20100903,18.574271974741077
S06175000_20100903,14.801136311467083
S02096900_20100903,13.412289666494818
S02094970_20100903,15.624167127382323
S02047000_20100906,15.053085761567143
S02038000_20100906,13.990787296719066
S02115762_20100906,15.497629772562522
S06026000_20100906,14.267107617532883
S06040400_20100915,14.5786625919294
S06041800_20100915,16.754799912310595
S06029000_20100916,14.170653174919279
S02041950_20100921,12.218345224214136
S02099550_20100922,14.567139209704559
S02095500_20100923,9.906867259457307
S03265600_20100927,14.037610654355149
S03271965_20100927,13.396413868018577
S03227100_20100928,16.455606815692857
S03255180_20100928,14.318729665227352
S06113000_20101006,14.540671827666838
S03219000_20101011,14.204599158567444
S04009430_20101012,13.974048809281612
S03208483_20101013,15.838206560196927
S03208000_20101014,15.524699055882868
S06189500_20101022,12.941644092424315
S06188900_20101204,9.734841788854823
S06133560_20110209,19.99016732063471
S06154250_20110309,20.0
S06300046_20110419,20.000000004231097
S03266975_20110502,12.146298067198988
S06175320_20110503,18.76044585678643
S06106030_20110519,15.117027333350594
S06166990_20110525,20.01911741596062
S03024245_20110525,16.09450816193374
S05016100_20110527,16.073928664586308
S05120095_20110527,15.670146965609892
S05134900_20110528,15.577018718309615
S03024560_20110607,15.871159925762267
S05091210_20110607,17.6104049578816
S03026382_20110608,18.211499741854126
S03035000_20110609,14.46947174359937
S06830129_20110614,15.971634149421831
S06016940_20110614,14.869683831462423
S03029500_20110616,15.25843219391705
S06176620_20110627,16.185685119563942
S06053500_20110627,16.3534162859607
S06176680_20110627,15.291356584208291
S06053940_20110628,12.62590419765293
S06173460_20110628,20.024183010535243
S06173250_20110628,18.04686643067204
S06580341_20110629,15.672209325287804
S06083925_20110630,18.654643381974235
S05074750_20110630,14.854466381121776
S05118706_20110704,14.598645938875002
S06147210_20110704,17.652448942825664
S05111950_20110704,10.042324533021919
S05234007_20110705,14.942287932901626
S06118600_20110706,16.741358672763646
S05228290_20110706,14.430591691177007
S06468450_20110706,15.85478467265312
S03186700_20110707,15.730935013090653
S05142520_20110708,16.07548265279474
S03189828_20110708,16.1268577295924
S03189315_20110708,14.14795766888929
S03189398_20110708,14.744738205166986
S06250250_20110708,15.405737679722378
S03088890_20110711,16.675787044911345
S03145290_20110711,15.074747772457176
S05074580_20110711,14.483239856428572
S05074700_20110712,11.962276819396578
S06195820_20110712,15.728923226021799
S02098800_20110718,9.530454497300681
S06123500_20110718,14.976273018128888
S03137290_20110718,14.452970604473144
S05125900_20110718,12.849155015291672
S03013300_20110718,15.551223562989884
S03174825_20110718,10.802883738935357
S06710039_20110719,20.00000000000001
S03133435_20110719,15.086500771118352
S03133140_20110719,14.498872228953418
S03132615_20110719,13.915626677347475
S06118000_20110719,13.979766900177363
S03132620_20110720,14.685849658050863
S02044000_20110720,14.822909048569745
S02001700_20110720,16.027579825066134
S06439900_20110720,14.365555132205056
S05127470_20110720,13.677871693433037
S06161400_20110720,16.341423744445585
S06111555_20110721,20.00000031459676
S05018400_20110721,16.14880750999703
S05020000_20110721,13.699888921228377
S05101600_20110721,17.1952108142994
S06710100_20110721,19.485960507366066
S02003400_20110722,14.04517480466804
S02003800_20110722,15.133463309473282
S02007000_20110722,15.193128786757637
S02018500_20110722,14.582233507156268
S02001025_20110723,15.424729462948482
S02004000_20110723,15.464534478491942
S02106600_20110725,15.429330419141001
S02106850_20110725,15.707135663638006
S03134730_20110725,14.857384704009666
S03228690_20110725,13.576155727270143
S02069100_20110726,9.809741629891043
S02067000_20110726,11.720688453441099
S02060500_20110726,12.969787214723235
S06151000_20110726,20.00855474585267
S05096100_20110726,16.384966824851677
S05151000_20110726,17.40263988949467
S05015320_20110726,15.601994520027308
S05015800_20110726,15.761347209559455
S05017060_20110726,16.548248772462383
S05018000_20110726,16.48545904652614
S05044200_20110726,14.437063912974132
S05044300_20110726,16.057838045572108
S03237800_20110726,11.822441419848555
S05022080_20110727,13.304679240775098
S05016100_20110727,16.93125102655927
S05019000_20110727,14.725817523014499
S05018800_20110727,18.938272374898403
S06580318_20110727,7.647907302060897
S03221795_20110727,13.902423109436336
S03250975_20110727,13.820801982567428
S05033500_20110728,16.38428418312272
S05019930_20110728,13.356689566735533
S05020200_20110728,17.512651667523766
S06204550_20110728,15.140943143213196
S06208900_20110728,6.794335849643481
S06190070_20110728,15.249684591924359
S05134300_20110728,13.645794879570838
S05018750_20110728,15.945399732744217
S06217000_20110728,18.762514647044007
S03052245_20110728,15.251968679221171
S05018950_20110728,14.118309672961626
S03166490_20110728,15.062094704489185
S03233896_20110728,14.21272591251659
S03141730_20110801,15.028990783425195
S05120020_20110801,10.543274796233593
S02085600_20110801,8.505283685848942
S06193700_20110801,10.966952872437652
S05237000_20110801,19.77261742730306
S03258000_20110801,12.497505173545392
S05192050_20110801,18.328900668910435
S02117575_20110801,15.775482006888186
S02115200_20110802,6.594473910661058
S05144250_20110802,16.035838666198103
S05226030_20110802,15.045366971155866
S05125780_20110802,16.85060792833274
S02123000_20110803,15.873004447926567
S02124000_20110803,15.806671883441926
S03156940_20110803,14.638903920658608
S05207150_20110803,10.85809139237113
S02118750_20110803,11.13451165107669
S05223210_20110803,18.91292969808449
S06017000_20110804,14.458714161444208
S03269295_20110804,12.700028345901387
S03272235_20110804,9.503544758440047
S03098000_20110804,18.099509828590264
S02115650_20110804,10.985103063474678
S05148000_20110804,20.00788293201887
S03096650_20110804,16.50019412743481
S05147000_20110804,20.0
S05191000_20110804,15.157726627990527
S05192024_20110804,20.0374359930507
S05013900_20110805,13.103885648890902
S03270390_20110805,11.373797453855815
S03102000_20110805,16.001495947049488
S03190790_20110808,13.616475489871041
S03189490_20110809,14.71624489959183
S05129150_20110809,14.102427923226925
S05154400_20110811,15.1395598987819
S03075000_20110811,14.821142947630138
S05218500_20110812,19.823373633907323
S06049010_20110816,14.21643491586492
S05029500_20110816,17.964968964473815
S03012100_20110816,15.625990096439653
S05005605_20110816,13.865012023582016
S03138800_20110817,15.066314245788027
S05111000_20110817,19.6066503311786
S03105285_20110817,15.099057655242037
S05004500_20110817,14.718495030995445
S05234280_20110817,16.727860701695406
S05216210_20110817,19.251116050729426
S05012500_20110817,14.810409614443516
S05001800_20110818,17.59863745040966
S05213000_20110818,9.842345797949667
S05025000_20110818,14.117911566566185
S03156350_20110819,15.197251119596906
S05006880_20110819,14.980832428773846
S05127900_20110819,15.57147711966301
S03156580_20110819,15.162688519646974
S05003000_20110819,13.97090548077112
S05166000_20110822,15.194255636175606
S05061200_20110822,15.922053058524142
S06405950_20110822,18.076002208231685
S02081000_20110823,12.953416455173429
S03212150_20110823,17.268895426760672
S03213000_20110823,15.812436596633951
S05165900_20110823,18.964654687647354
S05157800_20110824,15.54355015580865
S05177000_20110824,16.527538650224045
S03127370_20110825,13.01208612477353
S05176000_20110825,16.354401968290798
S05175100_20110825,18.21135400273573
S05120005_20110826,14.860203976197337
S05097500_20110831,14.763627989916277
S05101200_20110831,12.397004598883237
S05101500_20110831,17.87668198812214
S05102010_20110831,19.826070029555368
S05102150_20110831,12.46171142982694
S05064750_20110831,15.122370138665664
S05116600_20110901,15.568624454748862
S05086000_20110901,13.28780371708387
S05130500_20110901,11.227008515346093
S06001890_20110905,15.119390793652228
S05050800_20110906,15.940181572340961
S05051200_20110906,13.51478732626796
S05233500_20110907,13.642707467317734
S05059000_20110907,17.300091399771915
S05048210_20110908,11.563555926918383
S06404800_20110908,15.076925343297328
S05047500_20110910,15.455143766628161
S03014130_20110912,19.794124701544387
S06000950_20110912,15.057755869961046
S03085608_20110912,15.253986193261063
S03093145_20110912,15.22962217720225
S03094405_20110913,15.746731088900837
S03088345_20110913,20.015613834386816
S03086340_20110913,15.773316340243856
